chromosome,gene_id,transcript_id,gene_name,strand
chr11,ENSG00000073921.18,ENST00000393346.8,PICALM,-
chr11,ENSG00000074266.24,ENST00000263360.11,EED,+
chr11,ENSG00000149196.17,ENST00000278483.8,HIKESHI,+
chr11,ENSG00000149201.10,ENST00000445632.7,CCDC81,+
chr11,ENSG00000151376.19,ENST00000543262.6,ME3,-
chr11,ENSG00000150687.12,ENST00000280258.6,PRSS23,+
chr11,ENSG00000174804.4,ENST00000531380.2,FZD4,-
chr11,ENSG00000166575.17,ENST00000305494.6,TMEM135,+
chr11,ENSG00000123892.12,ENST00000243662.11,RAB38,-
chr11,ENSG00000109861.17,ENST00000227266.10,CTSC,-
chr11,ENSG00000168959.15,ENST00000305447.5,GRM5,-
chr11,ENSG00000077498.9,ENST00000263321.6,TYR,+
chr11,ENSG00000086991.13,ENST00000263317.9,NOX4,-
chr11,ENSG00000214414.9,ENST00000398290.7,TRIM77,+
chr11,ENSG00000168930.13,ENST00000329758.5,TRIM49,-
chr11,ENSG00000189253.8,ENST00000329862.7,TRIM64B,-
chr11,ENSG00000223417.9,ENST00000420869.3,TRIM49D1,-
chr11,ENSG00000233802.8,ENST00000623787.3,TRIM49D2,+
chr11,ENSG00000204450.9,ENST00000533122.4,TRIM64,+
chr11,ENSG00000204449.3,ENST00000448984.1,TRIM49C,+
chr11,ENSG00000255009.4,ENST00000530464.2,UBTFL1,+
chr11,ENSG00000077616.11,ENST00000534061.6,NAALAD2,+
chr11,ENSG00000110172.12,ENST00000320585.11,CHORDC1,-
chr11,ENSG00000165323.16,ENST00000525166.6,FAT3,+
chr11,ENSG00000134640.3,ENST00000257068.3,MTNR1B,+
chr11,ENSG00000180773.15,ENST00000326402.9,SLC36A4,-
chr11,ENSG00000165325.15,ENST00000298050.9,DEUP1,+
chr11,ENSG00000166002.7,ENST00000298966.7,SMCO4,-
chr11,ENSG00000166004.15,ENST00000325212.11,CEP295,+
chr11,ENSG00000166012.17,ENST00000448108.7,TAF1D,-
chr11,ENSG00000182919.15,ENST00000354421.8,C11orf54,+
chr11,ENSG00000042429.12,ENST00000251871.9,MED17,+
chr11,ENSG00000214376.6,ENST00000409977.2,VSTM5,-
chr11,ENSG00000181333.12,ENST00000315765.10,HEPHL1,+
chr11,ENSG00000110218.9,ENST00000227638.8,PANX1,+
chr11,ENSG00000183560.10,ENST00000687084.1,IZUMO1R,+
chr11,ENSG00000123901.9,ENST00000243673.7,GPR83,-
chr11,ENSG00000020922.13,ENST00000323929.8,MRE11,-
chr11,ENSG00000168876.9,ENST00000544612.6,ANKRD49,+
chr11,ENSG00000257057.3,ENST00000542198.3,C11orf97,+
chr11,ENSG00000196371.4,ENST00000358752.4,FUT4,+
chr11,ENSG00000134627.12,ENST00000299001.11,PIWIL4,+
chr11,ENSG00000166025.18,ENST00000433060.3,AMOTL1,+
chr11,ENSG00000150316.12,ENST00000279839.8,CWC15,-
chr11,ENSG00000186280.7,ENST00000335080.6,KDM4D,+
chr11,ENSG00000235268.2,ENST00000450979.2,KDM4E,+
chr11,ENSG00000255855.4,ENST00000711328.1,KDM4F,+
chr11,ENSG00000263465.5,ENST00000587424.3,SRSF8,+
chr11,ENSG00000149218.5,ENST00000278505.5,ENDOD1,+
chr11,ENSG00000149212.12,ENST00000536441.7,SESN3,-
chr11,ENSG00000077458.13,ENST00000358780.10,FAM76B,-
chr11,ENSG00000166037.11,ENST00000325542.10,CEP57,+
chr11,ENSG00000087053.20,ENST00000346299.10,MTMR2,-
chr11,ENSG00000184384.15,ENST00000524717.6,MAML2,-
chr11,ENSG00000149231.16,ENST00000646818.2,CCDC82,-
chr11,ENSG00000183340.7,ENST00000332349.5,JRKL,+
chr11,ENSG00000149972.12,ENST00000524871.6,CNTN5,+
chr11,ENSG00000165895.19,ENST00000298815.13,ARHGAP42,+
chr11,ENSG00000082175.16,ENST00000325455.10,PGR,-
chr11,ENSG00000137672.13,ENST00000344327.8,TRPC6,-
chr11,ENSG00000187151.7,ENST00000334289.7,ANGPTL5,-
chr11,ENSG00000110318.15,ENST00000263468.13,CEP126,+
chr11,ENSG00000137691.13,ENST00000434758.7,CFAP300,+
chr11,ENSG00000137693.14,ENST00000282441.10,YAP1,+
chr11,ENSG00000023445.17,ENST00000263464.9,BIRC3,+
chr11,ENSG00000110330.10,ENST00000227758.7,BIRC2,+
chr11,ENSG00000152558.15,ENST00000398136.7,TMEM123,-
chr11,ENSG00000137673.9,ENST00000260227.5,MMP7,-
chr11,ENSG00000137674.4,ENST00000260228.3,MMP20,-
chr11,ENSG00000137675.5,ENST00000260229.5,MMP27,-
chr11,ENSG00000118113.12,ENST00000236826.8,MMP8,-
chr11,ENSG00000166670.10,ENST00000279441.9,MMP10,-
chr11,ENSG00000196611.6,ENST00000315274.7,MMP1,-
chr11,ENSG00000149968.12,ENST00000299855.10,MMP3,-
chr11,ENSG00000262406.3,ENST00000571244.3,MMP12,-
chr11,ENSG00000137745.13,ENST00000260302.8,MMP13,-
chr11,ENSG00000137692.12,ENST00000260247.10,DCUN1D5,-
chr11,ENSG00000187240.17,ENST00000375735.7,DYNC2H1,+
chr11,ENSG00000170962.13,ENST00000393158.7,PDGFD,-
chr11,ENSG00000170967.5,ENST00000302259.5,DDI1,+
chr11,ENSG00000196954.14,ENST00000444739.7,CASP4,-
chr11,ENSG00000137757.11,ENST00000260315.8,CASP5,-
chr11,ENSG00000137752.25,ENST00000533400.6,CASP1,-
chr11,ENSG00000204397.11,ENST00000673097.2,CARD16,-
chr11,ENSG00000255501.3,ENST00000530950.2,CARD18,-
chr11,ENSG00000152578.15,ENST00000282499.10,GRIA4,+
chr11,ENSG00000170903.12,ENST00000301919.9,MSANTD4,-
chr11,ENSG00000182359.15,ENST00000531837.2,KBTBD3,-
chr11,ENSG00000149313.11,ENST00000278618.9,AASDHPPT,+
chr11,ENSG00000152402.11,ENST00000526355.7,GUCY1A2,-
chr11,ENSG00000152404.16,ENST00000282251.10,CWF19L2,-
chr11,ENSG00000137760.15,ENST00000428149.7,ALKBH8,-
chr11,ENSG00000110675.13,ENST00000265840.12,ELMOD1,+
chr11,ENSG00000170290.4,ENST00000305991.3,SLN,-
chr11,ENSG00000110660.15,ENST00000525815.6,SLC35F2,-
chr11,ENSG00000179331.3,ENST00000320578.3,RAB39A,+
chr11,ENSG00000166266.14,ENST00000393094.7,CUL5,+
chr11,ENSG00000075239.15,ENST00000265838.9,ACAT1,+
chr11,ENSG00000149308.18,ENST00000278612.9,NPAT,-
chr11,ENSG00000149311.22,ENST00000675843.1,ATM,+
chr11,ENSG00000166323.13,ENST00000393084.6,C11orf65,-
chr11,ENSG00000178202.14,ENST00000323468.10,POGLUT3,-
chr11,ENSG00000110723.12,ENST00000265843.9,EXPH5,-
chr11,ENSG00000178105.12,ENST00000322536.8,DDX10,+
chr11,ENSG00000185742.7,ENST00000327419.7,C11orf87,+
chr11,ENSG00000149289.11,ENST00000278590.8,ZC3H12C,+
chr11,ENSG00000137710.17,ENST00000645495.2,RDX,-
chr11,ENSG00000137714.3,ENST00000260270.3,FDX1,+
chr11,ENSG00000137727.13,ENST00000683387.1,ARHGAP20,-
chr11,ENSG00000150750.9,ENST00000280325.7,POU2AF2,+
chr11,ENSG00000214290.9,ENST00000610738.6,POU2AF3,+
chr11,ENSG00000110777.12,ENST00000393067.8,POU2AF1,-
chr11,ENSG00000137707.14,ENST00000692032.1,BTG4,-
chr11,ENSG00000183644.14,ENST00000375618.9,HOATZ,+
chr11,ENSG00000204381.12,ENST00000375614.7,LAYN,+
chr11,ENSG00000170145.5,ENST00000304987.4,SIK2,+
chr11,ENSG00000137713.16,ENST00000527614.6,PPP2R1B,-
chr11,ENSG00000086848.15,ENST00000616540.5,ALG9,-
chr11,ENSG00000255561.7,ENST00000260257.9,FDXACB1,-
chr11,ENSG00000137720.8,ENST00000260276.8,CFAP68,+
chr11,ENSG00000109846.9,ENST00000650687.2,CRYAB,-
chr11,ENSG00000149300.10,ENST00000278601.6,C11orf52,+
chr11,ENSG00000150764.14,ENST00000440460.7,DIXDC1,+
chr11,ENSG00000150768.18,ENST00000280346.11,DLAT,+
chr11,ENSG00000150773.12,ENST00000280350.10,PIH1D2,-
chr11,ENSG00000150776.18,ENST00000393047.8,NKAPD1,+
chr11,ENSG00000150779.12,ENST00000504148.3,TIMM8B,-
chr11,ENSG00000204370.14,ENST00000375549.8,SDHD,+
chr11,ENSG00000150782.13,ENST00000280357.12,IL18,-
chr11,ENSG00000150783.10,ENST00000280358.5,TEX12,+
chr11,ENSG00000197580.13,ENST00000357685.11,BCO2,+
chr11,ENSG00000150787.8,ENST00000280362.8,PTS,+
chr11,ENSG00000188771.5,ENST00000338832.4,PLET1,-
chr11,ENSG00000149294.18,ENST00000316851.12,NCAM1,+
chr11,ENSG00000149292.17,ENST00000529221.6,TTC12,+
chr11,ENSG00000170209.5,ENST00000303941.4,ANKK1,+
chr11,ENSG00000149295.14,ENST00000362072.8,DRD2,-
chr11,ENSG00000166682.13,ENST00000299882.11,TMPRSS5,-
chr11,ENSG00000086827.9,ENST00000200135.8,ZW10,-
chr11,ENSG00000228607.3,ENST00000453129.3,CLDN25,+
chr11,ENSG00000048028.12,ENST00000696973.1,USP28,-
chr11,ENSG00000149305.8,ENST00000260191.8,HTR3B,+
chr11,ENSG00000166736.12,ENST00000504030.7,HTR3A,+
chr11,ENSG00000109906.15,ENST00000335953.9,ZBTB16,+
chr11,ENSG00000166741.9,ENST00000299964.4,NNMT,+
chr11,ENSG00000180425.11,ENST00000623205.2,C11orf71,-
chr11,ENSG00000076053.12,ENST00000375490.10,RBM7,+
chr11,ENSG00000076043.11,ENST00000265881.10,REXO2,+
chr11,ENSG00000095110.9,ENST00000534921.3,NXPE1,-
chr11,ENSG00000137634.10,ENST00000375478.4,NXPE4,-
chr11,ENSG00000204361.10,ENST00000389586.6,NXPE2,+
chr11,ENSG00000182985.19,ENST00000331581.11,CADM1,-
chr11,ENSG00000137656.12,ENST00000260210.5,BUD13,-
chr11,ENSG00000109917.11,ENST00000227322.8,ZPR1,-
chr11,ENSG00000110243.12,ENST00000227665.9,APOA5,-
chr11,ENSG00000110244.7,ENST00000357780.5,APOA4,-
chr11,ENSG00000110245.12,ENST00000227667.8,APOC3,+
chr11,ENSG00000118137.10,ENST00000236850.5,APOA1,-
chr11,ENSG00000160584.17,ENST00000445177.6,SIK3,-
chr11,ENSG00000168092.14,ENST00000527958.6,PAFAH1B2,+
chr11,ENSG00000149577.17,ENST00000324225.9,SIDT2,+
chr11,ENSG00000149591.17,ENST00000392951.9,TAGLN,+
chr11,ENSG00000160613.15,ENST00000320934.8,PCSK7,-
chr11,ENSG00000167257.11,ENST00000300650.9,RNF214,+
chr11,ENSG00000186318.18,ENST00000313005.11,BACE1,-
chr11,ENSG00000110274.16,ENST00000278935.8,CEP164,+
chr11,ENSG00000177103.15,ENST00000651296.2,DSCAML1,-
chr11,ENSG00000137731.14,ENST00000292079.7,FXYD2,-
chr11,ENSG00000137726.17,ENST00000526014.6,FXYD6,-
chr11,ENSG00000137747.16,ENST00000524993.6,TMPRSS13,-
chr11,ENSG00000110324.12,ENST00000227752.8,IL10RA,+
chr11,ENSG00000255274.10,ENST00000689828.1,SMIM35,-
chr11,ENSG00000137648.20,ENST00000437212.8,TMPRSS4,+
chr11,ENSG00000177098.9,ENST00000324727.9,SCN4B,-
chr11,ENSG00000149575.9,ENST00000278947.6,SCN2B,-
chr11,ENSG00000160593.20,ENST00000356289.10,JAML,-
chr11,ENSG00000160588.10,ENST00000278949.9,MPZL3,-
chr11,ENSG00000149573.9,ENST00000278937.7,MPZL2,-
chr11,ENSG00000198851.10,ENST00000361763.9,CD3E,+
chr11,ENSG00000167286.12,ENST00000300692.9,CD3D,-
chr11,ENSG00000160654.11,ENST00000532917.3,CD3G,+
chr11,ENSG00000110344.10,ENST00000252108.8,UBE4A,+
chr11,ENSG00000167283.9,ENST00000300688.8,ATP5MG,+
chr11,ENSG00000118058.25,ENST00000534358.8,KMT2A,+
chr11,ENSG00000172425.12,ENST00000302783.10,TTC36,+
chr11,ENSG00000149582.16,ENST00000313236.10,TMEM25,+
chr11,ENSG00000118096.10,ENST00000264021.8,IFT46,-
chr11,ENSG00000095139.15,ENST00000264028.5,ARCN1,+
chr11,ENSG00000019144.20,ENST00000600882.6,PHLDB1,+
chr11,ENSG00000118094.12,ENST00000264029.9,TREH,-
chr11,ENSG00000110367.14,ENST00000534980.7,DDX6,-
chr11,ENSG00000160683.5,ENST00000292174.5,CXCR5,+
chr11,ENSG00000186174.13,ENST00000683865.1,BCL9L,-
chr11,ENSG00000110375.3,ENST00000264031.3,UPK2,+
chr11,ENSG00000176302.13,ENST00000317011.8,FOXR1,+
chr11,ENSG00000186166.9,ENST00000334418.6,CENATAC,+
chr11,ENSG00000118181.11,ENST00000527673.2,RPS25,-
chr11,ENSG00000196655.12,ENST00000533632.6,TRAPPC4,+
chr11,ENSG00000149428.21,ENST00000617285.5,HYOU1,-
chr11,ENSG00000160695.16,ENST00000621676.5,VPS11,+
chr11,ENSG00000256269.11,ENST00000652429.1,HMBS,+
chr11,ENSG00000188486.4,ENST00000530167.2,H2AX,-
chr11,ENSG00000172269.20,ENST00000354202.9,DPAGT1,-
chr11,ENSG00000172375.14,ENST00000648610.2,C2CD2L,+
chr11,ENSG00000172273.13,ENST00000350777.7,HINFP,+
chr11,ENSG00000172350.10,ENST00000619701.5,ABCG4,+
chr11,ENSG00000160703.17,ENST00000409109.6,NLRX1,+
chr11,ENSG00000172367.16,ENST00000355547.10,NHERF4,+
chr11,ENSG00000248712.8,ENST00000503566.7,DRC12,-
chr11,ENSG00000110395.8,ENST00000264033.6,CBL,+
chr11,ENSG00000076706.17,ENST00000264036.6,MCAM,-
chr11,ENSG00000173456.5,ENST00000311413.5,RNF26,+
chr11,ENSG00000223953.6,ENST00000528368.3,C1QTNF5,-
chr11,ENSG00000235718.9,ENST00000619721.6,MFRP,-
chr11,ENSG00000036672.16,ENST00000260187.7,USP2,-
chr11,ENSG00000154096.14,ENST00000284240.10,THY1,-
chr11,ENSG00000110400.11,ENST00000264025.8,NECTIN1,-
chr11,ENSG00000137699.17,ENST00000341846.10,TRIM29,-
chr11,ENSG00000184232.9,ENST00000328965.9,OAF,+
chr11,ENSG00000137709.10,ENST00000543440.7,POU2F3,+
chr11,ENSG00000181264.9,ENST00000375095.3,TLCD5,+
chr11,ENSG00000196914.9,ENST00000397843.7,ARHGEF12,+
chr11,ENSG00000149403.13,ENST00000527524.8,GRIK4,+
chr11,ENSG00000154114.13,ENST00000683345.1,TBCEL,+
chr11,ENSG00000109927.11,ENST00000392793.6,TECTA,+
chr11,ENSG00000109929.10,ENST00000264027.9,SC5D,+
chr11,ENSG00000137642.13,ENST00000260197.12,SORL1,+
chr11,ENSG00000259571.2,ENST00000560104.2,BLID,-
chr11,ENSG00000154127.10,ENST00000284273.6,UBASH3B,+
chr11,ENSG00000109943.9,ENST00000227348.9,CRTAM,+
chr11,ENSG00000109944.11,ENST00000227349.7,JHY,+
chr11,ENSG00000188909.5,ENST00000343035.3,BSX,-
chr11,ENSG00000109971.14,ENST00000534624.6,HSPA8,-
chr11,ENSG00000166250.13,ENST00000448775.4,CLMP,-
chr11,ENSG00000023171.20,ENST00000635736.2,GRAMD1B,+
chr11,ENSG00000166257.10,ENST00000299333.8,SCN3B,-
chr11,ENSG00000166261.11,ENST00000530393.6,ZNF202,-
chr11,ENSG00000221931.3,ENST00000327930.3,OR6X1,-
chr11,ENSG00000196099.5,ENST00000309154.3,OR6M1,-
chr11,ENSG00000204300.7,ENST00000375026.7,TMEM225,-
chr11,ENSG00000181518.4,ENST00000641687.1,OR8D4,+
chr11,ENSG00000171014.3,ENST00000307033.3,OR4D5,+
chr11,ENSG00000181499.3,ENST00000321252.3,OR6T1,-
chr11,ENSG00000196248.6,ENST00000641123.1,OR10S1,-
chr11,ENSG00000198674.3,ENST00000307002.3,OR10G6,-
chr11,ENSG00000254737.3,ENST00000641722.1,OR10G4,+
chr11,ENSG00000236981.1,ENST00000375024.1,OR10G9,+
chr11,ENSG00000234560.5,ENST00000641224.2,OR10G8,+
chr11,ENSG00000182634.9,ENST00000641585.1,OR10G7,-
chr11,ENSG00000110002.16,ENST00000456829.7,VWA5A,+
chr11,ENSG00000197309.5,ENST00000641351.3,OR10D3,+
chr11,ENSG00000255425.6,ENST00000641848.1,OR8G3P,+
chr11,ENSG00000197849.7,ENST00000641972.1,OR8G1,+
chr11,ENSG00000255298.5,ENST00000641992.2,OR8G5,+
chr11,ENSG00000196341.3,ENST00000641015.1,OR8D1,-
chr11,ENSG00000279116.3,ENST00000624618.2,OR8D2,-
chr11,ENSG00000284680.3,ENST00000641451.2,OR8B2,-
chr11,ENSG00000284609.2,ENST00000641139.1,OR8B3,-
chr11,ENSG00000280090.3,ENST00000356130.7,OR8B4,-
chr11,ENSG00000197125.3,ENST00000642064.1,OR8B8,-
chr11,ENSG00000170953.4,ENST00000306842.3,OR8B12,-
chr11,ENSG00000196119.8,ENST00000284287.6,OR8A1,+
chr11,ENSG00000154143.3,ENST00000284288.3,PANX3,+
chr11,ENSG00000154144.13,ENST00000441174.8,TBRG1,+
chr11,ENSG00000110013.13,ENST00000263593.8,SIAE,-
chr11,ENSG00000064199.7,ENST00000227135.7,SPA17,+
chr11,ENSG00000154146.13,ENST00000284292.11,NRGN,+
chr11,ENSG00000019102.12,ENST00000326621.10,VSIG2,-
chr11,ENSG00000149564.12,ENST00000278927.10,ESAM,-
chr11,ENSG00000120458.13,ENST00000374979.8,MSANTD2,-
chr11,ENSG00000154134.15,ENST00000397801.6,ROBO3,+
chr11,ENSG00000154133.15,ENST00000306534.8,ROBO4,-
chr11,ENSG00000221932.7,ENST00000408930.7,HEPN1,+
chr11,ENSG00000165478.8,ENST00000298251.5,HEPACAM,-
chr11,ENSG00000149548.15,ENST00000344762.6,CCDC15,+
chr11,ENSG00000134955.12,ENST00000403796.7,SLC37A2,+
chr11,ENSG00000150433.10,ENST00000682305.1,TMEM218,-
chr11,ENSG00000165495.16,ENST00000298282.14,PKNOX2,+
chr11,ENSG00000149557.14,ENST00000278919.8,FEZ1,-
chr11,ENSG00000149547.15,ENST00000278903.11,EI24,+
chr11,ENSG00000134910.14,ENST00000392708.9,STT3A,+
chr11,ENSG00000149554.15,ENST00000438015.7,CHEK1,+
chr11,ENSG00000134940.14,ENST00000533904.6,ACRV1,-
chr11,ENSG00000171053.10,ENST00000305738.10,PATE1,+
chr11,ENSG00000196844.9,ENST00000358524.8,PATE2,-
chr11,ENSG00000236027.3,ENST00000445202.2,PATE3,+
chr11,ENSG00000237353.7,ENST00000457514.3,PATE4,+
chr11,ENSG00000110060.9,ENST00000227474.8,PUS3,-
chr11,ENSG00000198331.11,ENST00000425380.7,HYLS1,+
chr11,ENSG00000109832.14,ENST00000263576.11,DDX25,+
chr11,ENSG00000283703.3,ENST00000686984.1,VSIG10L2,+
chr11,ENSG00000064309.16,ENST00000531738.6,CDON,-
chr11,ENSG00000165526.9,ENST00000298317.9,RPUSD4,-
chr11,ENSG00000197798.9,ENST00000533050.6,FAM118B,+
chr11,ENSG00000182934.12,ENST00000332118.11,SRPRA,-
chr11,ENSG00000110074.12,ENST00000263578.10,FOXRED1,+
chr11,ENSG00000150455.15,ENST00000392679.6,TIRAP,+
chr11,ENSG00000110063.10,ENST00000263579.5,DCPS,+
chr11,ENSG00000110080.20,ENST00000444328.7,ST3GAL4,+
chr11,ENSG00000149571.12,ENST00000525144.7,KIRREL3,-
chr11,ENSG00000134954.14,ENST00000392668.8,ETS1,-
chr11,ENSG00000151702.18,ENST00000527786.7,FLI1,+
chr11,ENSG00000151704.16,ENST00000392666.6,KCNJ1,-
chr11,ENSG00000120457.12,ENST00000529694.6,KCNJ5,+
chr11,ENSG00000120471.16,ENST00000531399.6,TP53AIP1,-
chr11,ENSG00000134909.19,ENST00000682385.1,ARHGAP32,-
chr11,ENSG00000043039.7,ENST00000281437.6,BARX2,+
chr11,ENSG00000151715.8,ENST00000281441.8,TMEM45B,+
chr11,ENSG00000170322.15,ENST00000682444.1,NFRKB,-
chr11,ENSG00000170325.16,ENST00000360871.8,PRDM10,-
chr11,ENSG00000084234.18,ENST00000338167.10,APLP2,+
chr11,ENSG00000149418.11,ENST00000278742.6,ST14,+
chr11,ENSG00000196323.14,ENST00000357899.9,ZBTB44,-
chr11,ENSG00000134917.10,ENST00000257359.7,ADAMTS8,-
chr11,ENSG00000166106.4,ENST00000299164.4,ADAMTS15,+
chr11,ENSG00000120451.11,ENST00000265909.9,SNX19,-
chr11,ENSG00000182667.15,ENST00000683400.1,NTM,+
chr11,ENSG00000183715.15,ENST00000524381.6,OPCML,-
chr11,ENSG00000166118.8,ENST00000299140.8,SPATA19,-
chr11,ENSG00000080854.16,ENST00000533871.8,IGSF9B,-
chr11,ENSG00000166086.13,ENST00000299106.9,JAM3,+
chr11,ENSG00000151503.14,ENST00000534548.7,NCAPD3,-
chr11,ENSG00000151502.11,ENST00000281187.10,VPS26B,+
chr11,ENSG00000151500.15,ENST00000341541.8,THYN1,-
chr11,ENSG00000151498.12,ENST00000281182.9,ACAD8,+
chr11,ENSG00000166105.16,ENST00000431683.7,GLB1L3,+
chr11,ENSG00000149328.16,ENST00000535456.7,GLB1L2,+
chr11,ENSG00000109956.13,ENST00000312527.9,B3GAT1,-
chr12,ENSG00000120645.12,ENST00000538872.6,IQSEC3,+
chr12,ENSG00000111181.13,ENST00000684302.1,SLC6A12,-
chr12,ENSG00000010379.16,ENST00000343164.9,SLC6A13,-
chr12,ENSG00000073614.13,ENST00000399788.7,KDM5A,-
chr12,ENSG00000120647.10,ENST00000239830.9,CCDC77,+
chr12,ENSG00000139044.12,ENST00000266383.10,B4GALNT3,+
chr12,ENSG00000171840.13,ENST00000305108.10,NINJ2,-
chr12,ENSG00000060237.19,ENST00000315939.11,WNK1,+
chr12,ENSG00000002016.18,ENST00000358495.8,RAD52,-
chr12,ENSG00000082805.21,ENST00000360905.9,ERC1,+
chr12,ENSG00000171823.7,ENST00000339235.4,FBXL14,-
chr12,ENSG00000111186.13,ENST00000397196.7,WNT5B,+
chr12,ENSG00000006831.10,ENST00000357103.5,ADIPOR2,+
chr12,ENSG00000151062.15,ENST00000382722.10,CACNA2D4,-
chr12,ENSG00000166159.11,ENST00000299194.6,LRTM2,+
chr12,ENSG00000151065.14,ENST00000280665.11,DCP1B,-
chr12,ENSG00000151067.23,ENST00000399655.6,CACNA1C,+
chr12,ENSG00000004478.8,ENST00000001008.6,FKBP4,+
chr12,ENSG00000111203.13,ENST00000228799.7,ITFG2,+
chr12,ENSG00000053702.15,ENST00000337508.9,NRIP2,-
chr12,ENSG00000283297.2,ENST00000637658.2,TEX52,-
chr12,ENSG00000111206.13,ENST00000359843.8,FOXM1,-
chr12,ENSG00000171792.11,ENST00000489288.7,RHNO1,+
chr12,ENSG00000078246.17,ENST00000448120.7,TULP3,+
chr12,ENSG00000197905.10,ENST00000359864.8,TEAD4,+
chr12,ENSG00000011105.14,ENST00000011898.10,TSPAN9,+
chr12,ENSG00000111218.12,ENST00000382622.4,PRMT8,+
chr12,ENSG00000130038.10,ENST00000440314.7,CRACR2A,-
chr12,ENSG00000111224.14,ENST00000228820.9,PARP11,-
chr12,ENSG00000118971.9,ENST00000261254.8,CCND2,+
chr12,ENSG00000078237.7,ENST00000179259.6,TIGAR,+
chr12,ENSG00000118972.3,ENST00000237837.2,FGF23,-
chr12,ENSG00000111241.3,ENST00000228837.3,FGF6,-
chr12,ENSG00000047621.12,ENST00000261250.8,FERRY3,-
chr12,ENSG00000111247.15,ENST00000352618.9,RAD51AP1,+
chr12,ENSG00000010219.14,ENST00000543431.6,DYRK4,+
chr12,ENSG00000111254.8,ENST00000228850.6,AKAP3,-
chr12,ENSG00000139180.11,ENST00000266544.10,NDUFA9,+
chr12,ENSG00000130035.9,ENST00000252318.7,GALNT8,+
chr12,ENSG00000151079.8,ENST00000280684.4,KCNA6,+
chr12,ENSG00000111262.6,ENST00000382545.5,KCNA1,+
chr12,ENSG00000130037.5,ENST00000252321.5,KCNA5,+
chr12,ENSG00000185652.12,ENST00000423158.4,NTF3,+
chr12,ENSG00000047617.18,ENST00000682330.1,ANO2,-
chr12,ENSG00000110799.14,ENST00000261405.10,VWF,-
chr12,ENSG00000010278.15,ENST00000009180.10,CD9,+
chr12,ENSG00000008323.16,ENST00000684764.1,PLEKHG6,+
chr12,ENSG00000067182.9,ENST00000162749.7,TNFRSF1A,-
chr12,ENSG00000111319.13,ENST00000228916.7,SCNN1A,-
chr12,ENSG00000111321.11,ENST00000228918.9,LTBR,+
chr12,ENSG00000139193.4,ENST00000266557.4,CD27,+
chr12,ENSG00000139192.12,ENST00000266556.8,TAPBPL,+
chr12,ENSG00000139190.17,ENST00000396308.4,VAMP1,-
chr12,ENSG00000111639.8,ENST00000229238.5,MRPL51,-
chr12,ENSG00000010292.13,ENST00000315579.10,NCAPD2,+
chr12,ENSG00000111640.15,ENST00000229239.10,GAPDH,+
chr12,ENSG00000010295.20,ENST00000619571.5,IFFO1,-
chr12,ENSG00000111641.13,ENST00000322166.10,NOP2,-
chr12,ENSG00000111642.16,ENST00000544040.7,CHD4,-
chr12,ENSG00000184574.10,ENST00000329858.9,LPAR5,-
chr12,ENSG00000111644.8,ENST00000229243.7,ACRBP,-
chr12,ENSG00000111653.20,ENST00000341550.9,ING4,-
chr12,ENSG00000126746.19,ENST00000683879.1,ZNF384,-
chr12,ENSG00000139200.14,ENST00000534837.6,PIANP,-
chr12,ENSG00000111652.10,ENST00000543155.6,COPS7A,+
chr12,ENSG00000089693.11,ENST00000203630.10,MLF2,-
chr12,ENSG00000159335.19,ENST00000309083.8,PTMS,+
chr12,ENSG00000089692.9,ENST00000203629.3,LAG3,+
chr12,ENSG00000010610.10,ENST00000011653.9,CD4,+
chr12,ENSG00000250510.8,ENST00000311268.8,GPR162,+
chr12,ENSG00000110811.20,ENST00000290510.10,P3H3,+
chr12,ENSG00000111664.11,ENST00000229264.8,GNB3,+
chr12,ENSG00000111665.12,ENST00000538862.7,CDCA3,-
chr12,ENSG00000111667.14,ENST00000229268.13,USP5,+
chr12,ENSG00000111669.15,ENST00000396705.10,TPI1,+
chr12,ENSG00000111671.10,ENST00000524270.6,SPSB2,-
chr12,ENSG00000010626.15,ENST00000443597.7,LRRC23,+
chr12,ENSG00000111674.9,ENST00000229277.6,ENO2,+
chr12,ENSG00000111676.15,ENST00000396684.3,ATN1,+
chr12,ENSG00000111678.11,ENST00000229281.6,C12orf57,+
chr12,ENSG00000111679.17,ENST00000318974.14,PTPN6,+
chr12,ENSG00000215021.10,ENST00000535923.6,PHB2,-
chr12,ENSG00000126749.17,ENST00000599672.6,EMG1,+
chr12,ENSG00000111684.11,ENST00000261407.9,LPCAT3,-
chr12,ENSG00000182326.17,ENST00000360817.10,C1S,+
chr12,ENSG00000159403.18,ENST00000647956.2,C1R,-
chr12,ENSG00000139178.12,ENST00000266542.9,C1RL,-
chr12,ENSG00000139194.8,ENST00000266560.8,RBP5,-
chr12,ENSG00000139182.15,ENST00000266546.11,CLSTN3,+
chr12,ENSG00000139197.11,ENST00000675855.1,PEX5,+
chr12,ENSG00000215009.6,ENST00000399422.5,ACSM4,+
chr12,ENSG00000177675.9,ENST00000313599.8,CD163L1,-
chr12,ENSG00000177575.13,ENST00000432237.3,CD163,-
chr12,ENSG00000111701.7,ENST00000229304.5,APOBEC1,-
chr12,ENSG00000184344.4,ENST00000329913.4,GDF3,-
chr12,ENSG00000187569.3,ENST00000345088.3,DPPA3,+
chr12,ENSG00000198178.11,ENST00000360345.8,CLEC4C,-
